"sourceZone","id","title","phoneNumber","isExpired","expiresAt_dateTimeUtc","isLinkOut","contactMatches","isVerified","abstract","content","status","listedAt_label","listedAt_dateTimeUtc","salary","shareLink","workTypes_label","advertiser_id","advertiser_name","advertiser_isVerified","advertiser_registrationDate_dateTimeUtc","location_label","classifications_0_label","products_branding_id","products_branding_cover_url","products_branding_thumbnailCover_url","products_branding_logo_url","products_bullets_0","products_bullets_1","products_bullets_2","products_questionnaire_questions_0","products_questionnaire_questions_1","products_questionnaire_questions_2","products_questionnaire_questions_3","products_questionnaire_questions_4","products_video","products_bullets","products_branding_cover","products_branding_thumbnailCover","products_questionnaire","products_branding","contactMatches_0_type","contactMatches_0_value","contactMatches_1_type","contactMatches_1_value","contactMatches_2_type","contactMatches_2_value","products_questionnaire_questions_5"
"asia-1","82965764","Asst. Customer Services Manager (Online Banking Centre) (Secondment Contract)",,false,"2026-02-14 20:59:59",false,,true,"Provide multichannel customer service to local & overseas customers including the handling of calls/emails/online chats/enquires from various channels","Job Responsibilities:

 * Provide multichannel customer service to local and overseas customers
   including the handling of calls, emails, online chats and enquires from
   various online channels;

 * Handle customer requests and resolve customer complaints to ensure customer
   satisfaction;

 * Solicit business opportunities through cross-selling and outbound calls to
   meet the sales and other business objectives;

 * Perform general support in centre to smoothen the daily operation;

 * Provide high quality service and handle daily operations according to the
   regulatory and compliance requirements to meet all the quality and service
   targets;

 * Perform duties on shift basis 7x24 to ensure the smooth and continuous
   operations.




Job Requirements:

 * Bachelor's degree or above in any discipline;

 * At least 2 years of call centre experience preferably in financial industry;

 * Excellent communication skill with strong customer-oriented mind set;

 * Pro-active, self-motivated, mature and pleasant personality;

 * Passed in HKSI 1, 7, 8 or equivalent & IIQE Paper 1, 2, 3 & 5 and MPF
   Intermediaries Examination is a must / is preferred;

 * Proficiency in both written and spoken English, Chinese and Putonghua.




Interested parties please send your full resume with present and expected
salary, and quoting reference number to Talent Acquisition Division by
clicking “Apply Now”. For details, please visit https://www.ncb.com.hk/ and
refer to the page “Join Us”.

We are an Equal Opportunities Employer. Data collected would be used for
recruitment purposes only. Applicants who do not hear from us within 8 weeks may
consider their applications unsuccessful and their data will be destroyed within
12 months of receipt.","Active","6d ago","2025-12-24 10:24:43",,"https://hk.jobsdb.com/job/82965764?tracking=SHR-WEB-SharedJob-asia-1","Full time","61285347","Nanyang Commercial Bank, Limited",true,"2010-01-22 19:26:54","Hung Hom, Kowloon City District","Customer Service - Call Centre (Call Centre & Customer Service)","7d9ab3fa-7bff-4020-a9d9-1ad7238e4815.1","https://image-service-cdn.seek.com.au/629fdc4c539a28cac414178ebb8a9dfa057cb708/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/629fdc4c539a28cac414178ebb8a9dfa057cb708/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/9b0e5c4feb3d971a05e93f2b60671730712d92e7/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Handling customer requests and resolve compliants","Provide high quality customer service","At least 2years call centre experiences","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,,
"asia-1","84220475","Assistant Vice President, Business Development (General Insurance)",,false,"2026-04-09 21:59:59",false,,true,"We offer competitive remuneration commensurate with candidate's background.","Responsibilities:

 * Lead the business development team in working closely with business units and
   branches of the Bank in soliciting general insurance business opportunities
   including both personal line and commercial line business

 * Formulate and execute the business strategic plan in order to achieve the
   business goals and the budget of the department

 * Offer rate and terms & conditions in accordance to the guidelines and
   authorities provided by insurer

 * Assist insurer in conducting the pre-renewal and take appropriate actions
   when necessary

 * Supervise subordinates in providing prompt and accurate quotations services

 * Ensure the sales force is properly equipped with product knowledge and
   relationship management skill as well as procedures related to after sales
   services

 * Assist in product development in providing feedbacks from clients and other
   market players

 * Coach and provide training to subordinates

 * Explore and identify opportunities of other distribution channels

 * Work with other supporting teams in order to improve operational
   effectiveness and efficiency

 * Perform projects and/or ad hoc tasks assigned by supervisor

Requirements:

 * Degree holder in Marketing, Business Administration or related discipline

 * Professional qualification of Associateship of Chartered Institute of
   Insurance (CII) and/or Senior Associateship of Australian and New Zealand
   Institute of Insurance & finance (ANZIIF) an advantage

 * Minimum 8 years of relevant experience, in which 5 years are at supervisory
   level in business development of general insurance field

 * Sound knowledge of general insurance products and good understanding of the
   operations of general insurance companies

 * Self-motivated and independent with good leadership and people management
   skills

 * Good command of spoken and written English and Chinese, including Putonghua

 * Proficient in MS Office applications including Word, Excel, and Chinese word
   processing

We offer competitive remuneration commensurate with candidate’s background.  If
you look for a friendly and harmonious working environment with steady career
progression, here is the right opportunity for you.  Please submit your full
resume with current and expected salary to the Human Resources Division by
clicking “APPLY NOW” or
visiting https://www.shacombank.com.hk/eng/about/career/Career.jsp.

We are an equal opportunity employer.

Applicants who are not contacted within 8 weeks may consider their application
unsuccessful. Applications may be retained for 24 months for consideration of
other suitable openings.

All personal data collected will be used for recruitment related purposes
strictly in accordance with the Bank's personal data policies, a copy of which
will be provided upon request by contacting our Personal Data Compliance
Officer.","Active","10d ago","2025-12-19 16:18:28",,"https://hk.jobsdb.com/job/84220475?tracking=SHR-WEB-SharedJob-asia-1","Full time","61274060","Shanghai Commercial Bank Ltd",true,"2010-01-22 19:26:54","Kwun Tong, Kwun Tong District","New Business Development (Sales)","e3b533bc-f8a7-485d-ad2a-50cf766f332d.1","https://image-service-cdn.seek.com.au/96140f183a222354dbd93ea2c87c52e6545eb9c9/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/96140f183a222354dbd93ea2c87c52e6545eb9c9/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/7675f473818571a114ef74f9e73cd8d653ed14ab/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Lead the business development team in working closely with units & branches","Formulate and execute the business strategic plan","Explore and identify opportunities of other distribution channels","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,,
"asia-1","87492329","Private Banker (Hong Kong Team) - AVP / VP",,false,"2026-09-17 20:00:00",true,,false,"Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At...",".

Job Overview


The Private Banker Lead is a strategic professional who stays abreast of
developments within own field and contributes to directional strategy by
considering their application in own job and the business. Requires strong
commercial awareness. Developed communication and diplomacy skills are required
in order to guide, influence and convince others, in particular colleagues in
other areas and external customers. Significant impact on the area through
complex deliverables. Work impacts an entire area, which eventually affects the
overall performance and effectiveness of the sub-function/job family.

Responsibilities:

 * Actively identify prospects and establish contact with them/convert prospects
   into clients.

 * Demonstrate an in-depth understanding of clients’ businesses and sources of
   wealth generation.

 * Anticipate events in a client’s life and business which have significant
   financial implications.

 * Serve as a trusted advisor to clients who frequently seek strategic advice
   regarding financial matters.

 * Build relationships with client families that cross generations to establish
   long-term connections to the Citi Private Bank.

 * Effectively manage client expectations regarding what can and cannot be
   executed on their behalf.

 * Maintain full understanding of client goals and risk tolerance to ensure that
   financial strategies are appropriate.

 * Uncover needs that are not articulated or clearly expressed by the client.

 * Bring together the product experts to develop long-term solutions to
   strengthen relationships with the firm.

 * Help clients achieve broad financial/investment goals related to the creation
   and management of wealth.

 * Develop tailored solutions that address clients' investment, risk management,
   and financing/liquidity needs.

 * Set challenging goals, regularly monitoring progress and making adjustments
   to achieve objectives.

 * Plan and prioritize daily, weekly, and monthly activities to maximize revenue
   growth and client satisfaction.

 * Establish a referral network and gain introductions to potential clients
   which generate new sales.

 * Close the deal, making concessions that are appropriate and in line with the
   fundamental interests of the Citi Private Bank.

 * Help team members acquire the experience necessary to establish credibility
   with clients and intermediaries.

 * Demonstrate strong commitment to team success and place team goals above
   personal achievement.

 * Encourage team members to work together to deepen client relationships and
   exceed sales goals.

 * Align complementary experiences and skill sets of team members to maximize
   client effectiveness.

 * Build and maintain relationships with Business Partners, Colleagues and
   Staff.

 * Build relationships/partner with support groups in Citi Private Bank to
   maintain control, find solutions and resolve issues.

 * Follow standard procedures and advocate appropriate exceptions to standard
   practices when the bigger picture needs to be considered, and seek or grant
   approvals as appropriate.

 * Ensure compliance on regulatory requirements and minimizes any potential
   liability for Citi.

 * Ensure strong controls and effective operational and administrative services.

 * Set an example of behaviour to all staff.

 * Partner with colleagues across the Citi network to leverage capabilities and
   share expertise.

 * Ensure clients are presented with seamless execution of internal processes
   and Citigroup services.

 * Prioritize issues that need to be escalated, getting the appropriate people
   involved to expedite resolution.

 * Understand and communicate the risk involved with various investment
   strategies.

 * Establish credibility and trust with all Citi Private Bank colleagues,
   maintaining the highest standards of personal and professional integrity.

 * Persevere in delivering what is promised, even when obstacles arise.

 * Flag and report illegal or improper transactions, complying with all
   regulatory policies and control procedures regarding client acceptability.

 * Understand the broad array of products and services under the Citi umbrella.

 * Apply an in-depth level of knowledge in key investment and financing
   products.

 * Develop expertise to identify business opportunities and address the unique
   needs of specific client segments.

 * Keep abreast of financial industry developments and current global market
   conditions.

 * Present and communicate complex financial concepts and investment strategies
   with the highest degree of professionalism.

 * Seek continuous improvement, learn from mistakes and adapt behaviour, based
   on feedback from clients and colleagues

 * Appropriately assess risk when business decisions are made, demonstrating
   particular consideration for the firm's reputation and safeguarding
   Citigroup, its clients and assets, by driving compliance with applicable
   laws, rules and regulations, adhering to Policy, applying sound ethical
   judgment regarding personal behavior, conduct and business practices, and
   escalating, managing and reporting control issues with transparency.

Qualifications:

 * 6-10 years of experience

 * Extensive and proven experience in Private Banking having covered the UHNW
   market / Extensive experience in working with and/or leading client teams and
   transactions / Demonstrated track record in relationship selling

Education:

 * Bachelor's/University degree, Master's degree preferred


","Active","30d+ ago","2025-09-17 20:00:00",,"https://hk.jobsdb.com/job/87492329?tracking=SHR-WEB-SharedJob-asia-1","Full time","61273152","Citibank (Hong Kong) Limited",,"2010-01-22 19:26:54","Central and Western District","Corporate Finance & Investment Banking (Banking & Financial Services)",,,,,,,,,,,,,,,,,,,,,,,,,
"asia-1","84773661","AVP / VP, Client Advisor - Private Banking",,false,"2026-03-06 20:59:59",false,,true," Develop new customers and expand banking business
 Maintenance and management of customer relationships","Responsibilities:

 * Develop new customers and expand banking business

 * Maintenance and management of customer relationships

 * Meet customer needs, regularly review customer asset allocation

 * Sell financial products that meet customer needs




Requirements:

 * Bachelor degree in Finance or Business Administration, or related
   disciplines.

 * CFA or ECF-PWM Qualification is preferable

 * Minimum 5 years’ relevant experience in finance and banking industry

 * Good command of written and spoken English, Cantonese and Mandarin

 * This position is in scope for the Mandatory Reference Checking Scheme. For
   the details of the scheme, please refer to the website from The Hong Kong
   Association of Banks:
   https://www.hkab.org.hk/en/page/5/mandatory-reference-checking-scheme-phase-2




Interested parties please send your FULL RESUME with present & expected salary
to

Manager, Human Resource
Taishin International Bank, Hong Kong Branch
6/F, Tower 5, The Gateway,
15 Canton Road, Tsimshatsui.

Data from employment applications will be kept confidential and used only for
the purpose of selection. Applications not being contacted within 2 months may
consider their applications unsuccessful. Our Bank will retain the applications
for a maximum of one year for future suitable openings.","Active","19d ago","2025-12-11 10:00:58",,"https://hk.jobsdb.com/job/84773661?tracking=SHR-WEB-SharedJob-asia-1","Full time","61302177","Taishin International Bank Co Ltd",true,"2010-01-22 19:26:54","Tsim Sha Tsui, Yau Tsim Mong District","Banking - Corporate & Institutional (Banking & Financial Services)","263ca8a0-3650-475e-8416-c8ef148e750c.1",,,"https://image-service-cdn.seek.com.au/a5ea0df68c846510cd7f4ddfe7986af23eb27b02/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Develop new customers and expand banking business","Sell financial products that meet customer needs","Minimum 5 years’ relevant experience","How many years' experience do you have as a Client Advisor?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,
"asia-1","78325057","ASSISTANT PROPERTY MANAGER (New Residential, Lam Tin)",,false,"2026-01-15 20:59:59",false,,true,"To assist the Site-in-charge to oversee all aspects of day-to-day property management functions of a large-scale residential estate in Lam Tin","Harriman Property Management Limited (PMC Licence Number: C-761006), a
wholly-owned subsidiary of Wheelock Properties, is a leading property management
company in Hong Kong. With a history spanning over 55 years, our commitment to
quality service has been recognized through numerous industry accolades, awards
and ISO certifications. As part of the Wheelock Properties’ family, Harriman is
currently managing across 35 diverse projects, ranging from residential
properties to a variety of contemporary offices.

 

Responsibilities:

 * To assist the Site-in-charge to oversee all aspects of day-to-day property
   management functions of a large-scale residential estate in Lam Tin
 * Duties include liaising with tenants / owners in all matters related to
   property management and supervising estate management team to provide full
   range of services of the highest standard
 * Coordinate with Technical department to deliver property repair, maintenance
   and improvement services
 * Manage the performance of contractors to provide quality services
 * Handle the emergencies of the property and perform ad hoc duties as required

Requirements:

 * Degree holder in Property Management or related disciplines
 * Possess MCIH or equivalent qualification
 * Qualified for PMP (Tier 1) License
 * At least 6 years of relevant experience in Property Management
 * Proficient in Building Management Ordinance (BMO) and related ordinances
 * Good command of verbal and written Chinese and English, including Putonghua
 * Proficient in MS Word, Excel and Chinese Word processing
 * Strong customer service mind with good leadership and interpersonal skill
 * Experience in managing high-end residential properties is a definite
   advantage


We offer ample opportunities for career development and attractive salary
package commensurate with experience and qualifications. Interested parties
please apply with full resume via ""APPLY NOW"". 

For further information, please visit our company website: 

https://www.harriman.com.hk/en/career_with_us/join_our_team

(All information provided by applicants will be treated in strict confidence and
be used for recruitment purpose only)","Active","30d+ ago","2025-03-14 17:22:10",,"https://hk.jobsdb.com/job/78325057?tracking=SHR-WEB-SharedJob-asia-1","Full time","61300489","Harriman Property Management Limited",true,"2010-01-22 19:26:54","Lam Tin, Kwun Tong District","Residential Leasing & Property Management (Real Estate & Property)","c4dd4757-37a4-4447-9889-f7a2e2cec416.1","https://image-service-cdn.seek.com.au/37ac2734096dc97867c8a6fd376390e0d82f9640/c8ba1f7dc1d8022b92439a55b7015c382b84b7a0","https://image-service-cdn.seek.com.au/37ac2734096dc97867c8a6fd376390e0d82f9640/2949f06d391b6bec95d9ea0c420525adb2b84492","https://image-service-cdn.seek.com.au/0fdc8682ede958c0facaf0cd93a60b825818cf4b/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","A wholly-owned subsidiary of the Wheelock Group","Competitive remuneration package","Career development opportunities","What's your expected monthly basic salary?","Which of the following statements best describes your right to work in Hong Kong?","How many years' experience do you have as an assistant property manager?",,,,,,,,,,,,,,,
"asia-1","82137123","Supervisor, Settlement",,false,"2027-01-12 20:59:59",false,,true,"Min 8 years of supervisory experience / Treasury settlement / Settlement operation of FX/MM
","About Bangkok Bank:

Established in 1944, Bangkok Bank is one of the largest regional banks in
Southeast Asia. We are a leading bank in Thailand and a market leader in
corporate and business banking serving large corporations and multinationals
across a wide range of industries.

Our international network includes more than 200 overseas branches in 14
economies - Cambodia, China, Hong Kong, Indonesia, Japan, Laos, Malaysia,
Myanmar, the Philippines, Singapore, Taiwan, the United Kingdom, the United
States and Vietnam.  We are the only Thai bank with a substantial presence in
China, through our wholly-owned subsidiary Bangkok Bank (China).  We provide
customers with financial and business advice and work with them as a trusted
partner to create value for their business.

We are now seeking a high caliber candidate to join our Hong Kong Branch.

Responsibilities:

 * Responsible for operations of Treasury Settlement (FX/MM, Fixed Income,
   Derivatives, Bond Issuance and Interbank Fund Transfer)

 * Check and authorize payment / receipt message. Ensure all processing
   transactions are complied with AML/CFT measures and regulatory requirements

 * Ensure operations are smooth, efficient and effective to settle all the deals
   promptly and accurately

 * Monitor treasury deals to ensure the guidelines of HKMA are followed for
   reporting OTC Derivative transactions

 * Participate in system development projects in particular during user
   requirement collection, UAT, system migration and deployment

 * Identify and pursue technology initiatives to reduce manual workload of all
   activities

Requirements:

 * Degree holder in Business Administration, Finance or related fields 

 * At least 8 years of supervisory experience in settlement operation related to
   investment and treasury products

 * Sound knowledge in SWIFT, RTGS  and CMT

 * Strong leadership, problem solving and interpersonal skills with good sense
   of responsibility

 * Teamwork, independent and proactive

 * Willing to work overtime and under pressure

 * Good command of both spoken and written English

 * Good at MS Office applications (Word & Excel)

We offer excellent career prospects to the right candidate. Salary will be
commensurate with qualifications and experience. Interested parties please apply
with full resume, stating current / expected salary and availability.

Personal data provided by job applicants will be used solely for considering
suitability for the post and strictly in accordance with our personal data
policies which are available on request.

(Only shortlisted candidates will be contacted.)","Active","27d ago","2025-12-03 14:45:35",,"https://hk.jobsdb.com/job/82137123?tracking=SHR-WEB-SharedJob-asia-1","Full time","61290452","Bangkok Bank Public Co Ltd",true,"2010-01-22 19:26:54","Central, Central and Western District","Settlements (Banking & Financial Services)","2bac4597-718b-4c77-b269-d1510fb56ffc.2",,,"https://image-service-cdn.seek.com.au/07e47096b878913a49bdeb98ed7e0dc7749419d4/f3c5292cec0e05e4272d9bf9146f390d366481d0",,,,"What's your expected monthly basic salary?",,,,,,,,,,,,,,,,,
"asia-1","74221881","Senior / IC Design Engineer - Electrostatic Discharge",,false,"2026-06-23 21:59:59",false,,true,"

Job Responsibilities:

 ESD / latch-up / EOS and IO library design;
 Protection methodology for chip / system level design;
 Device /...","Job Responsibilities:

 * ESD / latch-up / EOS and IO library design;
 * Protection methodology for chip / system level design;
 * Device / system test methods and failure analysis.

 

Job Requirements:

 * Higher Diploma or Bachelor in Electronic Engineering or equivalent;
 * 3 years of relevant working experience;
 * Knowledge about semiconductor and device physics
 * Candidate with less experience will be considered as IC Design Engineer -
   Electrostatic Discharge and fresh graduate will also be considered;
 * Proficient in physical design tools (Cadence, Synopsys or Aether);
 * Be proactive, willing to learn and passionate in physical design;
 * Fluent English and Chinese (Mandarin) with good communication skill.

 

All applications will be treated in strict confidence and for recruitment
purpose only.","Active","6d ago","2025-12-24 09:57:05",,"https://hk.jobsdb.com/job/74221881?tracking=SHR-WEB-SharedJob-asia-1","Full time","61276019","Solomon Systech Limited",true,"2010-01-22 19:26:54","Sha Tin District","Electrical/Electronic Engineering (Engineering)","65e45cc8-90bd-48fa-952d-fc623aa94f5b.1","https://image-service-cdn.seek.com.au/2a2e68321084f13e594b58a1ec0eabb82067212c/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/2a2e68321084f13e594b58a1ec0eabb82067212c/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/ac2af4fce4ccbd89611c2fbf60e923657d008193/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","ESD / latch-up / EOS and IO library design","Protection methodology for chip/system level","Family Caring Benefits, Flexible Work Hour",,,,,,,,,,,,,,,,,,
"asia-1","88455515","Assistant Electrical Engineer, Data Centre",,false,"2026-02-10 20:59:59",false,,true,"Ensuring power system efficiency in the Data Center through inspections, maintenance, and emergency support.
(7*24 shift is requried)

","Job Highlights

 * Perform various daily inspections and emergency drills assigned by the team
   in accordance with the inspection management specifications and emergency
   drill management specifications of the data center

 * Participate in various emergency service recovery operations of the data
   center according to the instructions of the engineer and based on the EOP
   documents

 * Assist engineers in completing the SOP, MOP, EOP, SCP document writing for
   the data center operation and maintenance

Job Description:

 * Responsible for complying with the requirements of engineers and various
   management specifications, executing the corresponding emergency plan when a
   service interruption occurs in the data center, and restoring the normal
   service of various systems in the data center

 * Responsible for responding to the instructions of engineers, completing the
   diagnosis of the data center power distribution system monitoring alarm
   within the specified time limit, and maintaining communication and feedback
   with engineers during the processing

 * Responsible for carrying out daily inspections in accordance with the data
   center inspection management specifications to ensure the quality of daily
   work execution (such as inspections/fault diagnosis/emergency drills)

 * Supervise contractors to carry out regular equipment maintenance work to
   ensure operational safety and maintenance quality

 * Install or replace data center equipment, such as rPDU, cabinet blind panels
   etc

Requirement:

 * Bachelor Degree or Professional Certification in Electrical Engineering or
   relevant discipline

 * More than 2 years of experience in data center facility operation and
   maintenance management, and more than 4 years of experience in power
   distribution system maintenance and management

 * Ability to diagnose faults in data center power distribution systems

 * Hold a registered electrician A license or above

 * Able to meet 7*24 shift requirements

 * Familiar with office software
   

Interested parties please send your full resume with current & expected salary
by email to hr@ cmi.chinamobile.com. Please indicate the reference number in the
subject line.

 

All personal data provided will be used for consideration of your job
application only.","Active","8d ago","2025-12-22 15:18:11",,"https://hk.jobsdb.com/job/88455515?tracking=SHR-WEB-SharedJob-asia-1","Full time","60247287","China Mobile International Limited",true,"2011-11-02 11:34:19","Tseung Kwan O, Sai Kung District","Electrical/Electronic Engineering (Engineering)","732dd3b2-62f6-4d05-9b7e-4b8a61744bce.1","https://image-service-cdn.seek.com.au/7173ee9416911277ffc20d1ed5627c27c593a3b0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/7173ee9416911277ffc20d1ed5627c27c593a3b0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/2b49328f7433c32a67b0974f090ff4fd24d136cf/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Bachelor’s degree in Electrical Engineering or relevant discipline","More than 2 years experience in data center facility operation and maintenance","Fluent in Cantonese and English (spoken and written)","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a Data Centre Engineer?","Are you available to work outside your usual hours when required? (e.g. weekends, evenings, public holidays)",,,,,,,,,,,,,,
"asia-1","88442101","MAINTENANCE MANAGER - THE HENDERSON",,false,"2026-03-11 20:59:59",false,,true,"Ref. No.: JDB/GW1/MM-TH","Ref. No.: JDB/GW1/MM-TH

Our subsidiary, Goodwill Management Limited (PMC licence (C-874426)) manages a
new property, The Henderson, is Hong Kong’s boldest new architectural
masterpiece & the city’s most spectacular commercial development in Central. We
continuously dedicate to provide excellent and valued-added property management
services for our landlords and customers and now invites candidates for the
position of:-

Responsibilities:

 * Supervising site maintenance team and overseeing all maintenance and
   operation of facilities for The Henderson 

 * Monitoring the performance of the site maintenance team and contract-out
   services

 * Providing technical support to the Leasing Team for tenant’s fitout and
   feasibility study 

 * Vetting tenants’ fitout proposal and monitoring renovation

 * Carrying out other duties assigned by supervisor

Requirements:

 * Degree holder in Building Services or related discipline

 * With professional qualifications such as Chartered Engineer or equivalent 

 * 8 years’ post-qualification experience in commercial developments and at
   least 3 years of which are at managerial level 

 * Knowledge in BIM is preferred

 * Good command of written and spoken Chinese and English 

 * Excellent communication and interpersonal skills 

 * Mature, able to work independently and under pressure 

Attractive salary and fringe benefits will be offered to the successful
candidates. Please apply with full resume by mail to Personnel Section, Goodwill
Management Limited, 11/F, 308 Central Des Voeux, No. 308 Des Voeux Road Central,
Hong Kong or visit our homepage
at http://www.hld.com/management/goodwill/ or by clicking “Apply Now”

To know more about The Henderson, please visit https://www.thehenderson.com.hk/ 

(Please quote the ref. no. on letter)

Personal data provided by job applicants will be used for recruitment purpose
only.","Active","1d ago","2025-12-29 14:44:23",,"https://hk.jobsdb.com/job/88442101?tracking=SHR-WEB-SharedJob-asia-1","Full time","61272536","Henderson Land Development Company Limited",true,"2010-01-22 19:26:54","Central, Central and Western District","Residential Leasing & Property Management (Real Estate & Property)","c96a9882-a27f-4a50-9694-87971fb93f38.1","https://image-service-cdn.seek.com.au/eba2a0ef85e6d2923f17c728cf3493ff20af6ed7/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/eba2a0ef85e6d2923f17c728cf3493ff20af6ed7/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/321f0eaff8365bb733521e5c6621aa2c30a708f2/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Medical Allowance","Education Allowance","MPF","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How much notice are you required to give your current employer?",,,,,,,,,,,,,,,
"asia-1","84249525","(Assistant) Service Management Manager  (ToB)",,false,"2026-02-09 20:59:59",false,,true,"A great opportunity to build a world-class information service and technology innovation company！","Responsibilities:

1. Customer Service Policies Development:
(1) Responsible for formulating and improving the customer service policies for
ToB customers.
(2) Optimize service processes and customer experience design for ToB business
in response to market dynamics and customer needs.
2. Service Management System Construction:
(1) Responsible for planning, constructing, and applying the service management
system platform, ucentralizing the management of complaints and alerts, and
ensuring timely information delivery.
(2) Evaluate the effectiveness of handling through data dashboard analysis and
accountability-driven rectifications, establishing a closed-loop management
process.
3. Customer Service Experience Optimization:
(1) Monitor and optimize the ToB customer experience, designing the full process
from customer contact to service completion.
(2) Identify and address pain points in the ToB customer experience through
customer surveys, data analysis, and other methods.
4. Cross-Departmental Collaboration:
Provide service coordination support and collaborate with relevant departments
to facilitate problem resolution and enhance service quality.

Requirements:

1. Education: Bachelor's degree or above in telecommunications, computer
science, or a related field.
2. Experience: More than 5 years of relevant work experience, preferably in the
telecommunications industry.
3. Skills Required:
- Familiarity with enterprise service processes and customer experience design;
- Strong data analysis and problem-solving skills;
- Experience in full-process management and service support for enterprise
product is preferred.
4. Language Requirement: Good at both written and spoken English and Chinese.","Active","29d ago","2025-12-01 10:48:45",,"https://hk.jobsdb.com/job/84249525?tracking=SHR-WEB-SharedJob-asia-1","Full time","60247287","China Mobile International Limited",true,"2011-11-02 11:34:19","Kwai Hing, Kwai Tsing District","Telecommunications (Information & Communication Technology)","732dd3b2-62f6-4d05-9b7e-4b8a61744bce.1","https://image-service-cdn.seek.com.au/7173ee9416911277ffc20d1ed5627c27c593a3b0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/7173ee9416911277ffc20d1ed5627c27c593a3b0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/2b49328f7433c32a67b0974f090ff4fd24d136cf/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,"How many years' experience do you have as a Services Management Manager?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,
